69,79
1,97
13,76
17,17
70,7
76,88
58,73
65,98
39,89
90,22
11,20
18,30
34,57
21,80
58,58
56,23
16,71
69,6
84,32
94,87
96,45
72,92
47,14
71,76
66,6
12,58
66,36
29,15
22,13
61,5
22,70
61,74
0,61
28,95
25,84
77,23
43,48
29,98
90,47
67,21
51,56
88,46
9,58
0,67
60,93
13,5
82,30
38,22
92,58
98,35
58,6
86,27
22,48
11,73
81,6
4,51
26,100
69,83
74,15
1,1
1,83
18,37
61,2
67,86
25,19
4,34
44,46
21,92
32,16
65,99
83,81
79,68
93,36
38,57
3,18
42,90
28,83
65,72
0,63
65,88
86,19
24,97
22,35
13,71
15,3
95,77
29,99
67,67
41,98
30,86
17,38
17,12
42,63
24,61
1,61
52,86
39,93
14,24
32,9
86,97
96,78
72,30
11,13
85,28
33,34
100,78
13,52
22,45
80,81
17,81
72,87
81,68
13,20
75,75
55,82
65,11
97,71
23,29
25,58
15,55
82,44
76,55
45,4
60,53
86,40
40,90
53,9
96,22
64,92
39,23
6,48
81,5
55,72
97,24
94,78
93,52
81,77
78,96
6,55
28,36
50,86
53,6
78,94
68,82
24,12
5,82
85,93
42,3
2,44
81,31
100,44
87,42
52,73
0,41
53,32
85,86
75,1
28,27
8,93
65,44
12,60
81,25
23,73
69,17
11,56
67,52
73,64
92,12
85,53
93,57
2,61
61,9
63,91
8,37
38,33
63,92
34,33
42,53
49,88
64,44
63,71
48,23
71,46
77,30
64,29
63,69
30,6
11,31
65,71
60,43
7,75
63,82
65,95
88,76
77,22
2,74
2,90
40,58
96,84
24,40
