95,60
67,18
22,51
98,82
10,72
76,79
86,43
38,27
35,48
37,90
55,70
27,43
85,2
93,32
60,38
81,26
39,76
94,26
6,55
35,9
87,23
8,70
14,84
33,62
71,28
35,52
3,25
68,18
95,5
4,15
88,88
4,4
31,14
6,94
96,17
65,1
71,88
99,3
81,9
49,9
65,10
27,37
86,5
0,70
22,57
24,97
95,15
82,23
3,40
33,57
57,59
96,21
75,34
8,69
93,49
100,24
92,36
98,44
92,82
52,16
39,18
67,87
1,67
68,100
80,88
24,59
59,72
6,1
88,70
59,4
7,73
2,54
88,58
38,16
74,42
66,14
57,46
33,43
19,45
91,42
23,44
2,18
84,31
11,86
17,57
62,59
78,68
90,57
3,78
100,10
70,27
87,18
54,14
19,35
12,30
88,67
5,69
89,56
12,20
39,81
