481,119
625,418
374,206
838,117
703,534
870,512
327,522
36,396
59,477
289,146
303,478
100,350
821,490
567,481
434,287
491,163
41,586
840,416
181,169
383,234
5,357
194,159
459,336
560,264
395,197
428,201
410,375
385,527
313,85
459,10
317,140
718,420
510,83
820,214
24,87
525,353
279,340
742,76
416,459
436,95
302,302
381,522
79,495
662,167
71,100
409,346
820,525
418,354
105,11
665,305
513,594
124,387
344,491
502,174
832,229
590,371
44,472
662,577
739,576
455,358
100,230
621,190
543,57
569,472
601,400
225,593
230,218
424,367
183,497
695,461
580,156
163,450
505,157
111,422
711,257
222,334
680,225
50,112
79,196
165,312
354,27
703,34
519,544
674,323
367,569
42,37
363,375
394,287
286,395
52,489
458,244
860,529
797,277
829,280
175,5
735,417
571,403
174,538
238,597
197,127
840,463
344,84
875,338
584,51
187,55
75,595
516,30
263,495
528,557
661,427
26,423
430,208
3,71
581,560
486,53
869,554
623,414
378,576
453,463
696,446
156,503
205,12
359,89
119,501
320,541
556,329
754,423
338,565
870,81
607,521
7,212
328,85
692,534
347,268
239,442
691,25
411,340
789,566
850,74
377,377
395,323
851,364
787,252
202,588
447,338
502,370
384,128
841,271
120,92
296,64
646,562
80,142
103,267
391,96
572,70
697,60
831,285
868,76
747,104
740,337
267,110
53,303
793,270
112,264
33,483
392,63
509,557
503,137
168,253
848,428
387,320
621,518
499,369
644,68
342,581
809,250
191,372
568,6
31,207
23,344
554,555
561,256
294,316
57,218
695,470
363,575
498,355
641,439
349,473
225,141
217,134
779,406
619,55
112,217
46,456
710,380
456,123
719,176
558,557
487,115
354,440
25,210
541,505
119,194
740,392
87,386
603,31
636,383
812,361
23,592
70,464
592,513
598,51
705,474
219,260
664,132
226,123
531,193
628,237
88,148
628,590
111,197
777,170
136,3
870,217
273,194
29,495
612,490
372,218
278,51
775,370
279,66
659,592
310,378
698,82
501,393
386,137
122,30
431,11
347,578
634,17
628,296
128,415
120,425
752,356
552,214
761,580
256,84
356,185
613,342
837,345
44,255
787,293
574,343
529,172
551,321
208,572
515,115
124,422
684,41
535,191
820,255
724,421
861,543
860,234
95,60
759,577
567,534
655,572
398,286
264,19
237,38
216,382
686,285
861,503
492,239
157,270
385,590
458,251
201,40
108,470
280,209
501,157
305,105
260,75
5,292
665,171
865,590
215,182
170,560
588,230
90,249
395,381
390,65
91,214
482,328
71,545
349,499
250,161
487,88
252,205
414,280
473,316
224,284
73,229
487,527
852,429
264,526
362,312
492,354
573,166
366,181
582,481
875,438
601,378
652,212
705,393
425,152
202,48
147,52
863,159
153,144
200,321
186,556
470,9
473,506
154,489
714,289
798,346
556,130
407,274
526,84
710,536
449,552
650,45
256,212
454,84
402,356
471,165
183,557
668,149
291,141
423,162
799,111
151,270
59,86
372,361
365,193
770,468
793,583
195,9
695,79
256,388
299,414
199,128
185,576
49,78
692,160
432,117
472,417
21,362
464,182
656,70
575,546
556,267
455,518
162,9
512,584
427,467
755,151
17,56
526,597
125,591
383,153
414,512
782,556
472,138
112,374
534,82
206,299
84,14
813,382
107,272
311,368
149,332
88,314
371,201
519,39
202,230
866,260
232,243
464,209
840,340
294,577
685,326
280,53
51,25
635,269
261,146
570,138
